Student ID,Gender,Education,Infrastructure,PlacementSupport,FacultySupport,Events,Fees,Sport Facility,DegreeYears,Churn
6538-POCHL,Male,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
6726-NNFWD,Female,Poor,Good,Good,Poor,Poor,13000,Good,4,No
3002-WQZWT,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
4277-UDIEF,Male,Good,Poor,Poor,Good,Good,52885,Good,4,No
1208-NBVFH,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
4912-PIGUY,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
1114-CENIM,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
6060-DRTNL,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
2725-TTRIQ,Female,Good,Poor,Good,Good,Good,13000,Good,4,No
3374-TTZTK,Male,Good,Good,Good,Good,Poor,13000,Good,4,No
8990-ZXLSU,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2275-RBYQS,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
8473-VUVJN,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
6289-CPNLD,Male,Poor,Poor,Good,Good,Poor,13000,Good,4,Yes
5536-SLHPM,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,Yes
4419-UJMUS,Male,Poor,Poor,Poor,Good,Good,52885,Good,4,No
7794-JASDG,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
7609-YBPXG,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
5519-TEEUH,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7856-GANIL,Male,Poor,Good,Good,Good,Good,13000,Poor,4,No
0804-XBFBV,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2676-OXPPQ,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
3703-TTEPD,Male,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
2799-TSLAG,Female,Good,Good,Good,Good,Good,4000,Good,4,No
0196-VULGZ,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
8837-VVWLQ,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2696-NARTR,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,Yes
2208-NKVVH,Male,Good,Good,Good,Good,Good,4000,Good,4,No
7614-QVWQL,Male,Poor,Good,Poor,Poor,Poor,52885,Good,4,Yes
1976-CFOCS,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4631-OACRM,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
7139-JZFVG,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
4987-GQWPO,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
3755-JBMNH,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1757-TCATG,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6345-ULYRW,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
4776-XSKYQ,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
8048-DSDFQ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5753-QQWPW,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,No
6010-DDPPW,Male,Good,Good,Good,Good,Good,4000,Good,4,No
1809-DMJHQ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
6693-FRIRW,Male,Poor,Good,Good,Poor,Poor,13000,Good,4,No
6586-MYGKD,Male,Good,Poor,Poor,Good,Good,52885,Good,4,No
3173-NVMPX,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
0248-PGHBZ,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,No
0623-GDISB,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
2892-GESUL,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6923-EFPNL,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
7472-EQOAV,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
9574-RKJIF,Male,Good,Good,Poor,Poor,Good,52885,Poor,4,Yes
2043-WVTQJ,Male,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
8034-RYTVV,Female,Good,Poor,Good,Poor,Good,13000,Poor,4,No
3863-QSTYI,Male,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
2619-WFQWU,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
5044-LRQAQ,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
1716-LSAMB,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
1333-PBMXB,Female,Good,Good,Good,Good,Good,4000,Good,4,No
6546-OPBBH,Male,Good,Good,Good,Good,Good,4000,Good,4,No
5985-BEHZK,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
9127-QRZMH,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
5919-VCZYM,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9644-KVCNC,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
2137-DQMEV,Male,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
8174-LNWMW,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
9279-CJEOJ,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
7964-VEXDG,Male,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
2404-JIBFC,Female,Good,Poor,Good,Good,Good,13000,Good,4,No
0778-NELLA,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
8029-XYPWT,Male,Good,Good,Good,Good,Good,13000,Good,4,No
4614-NUVZD,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
4632-PAOYU,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3803-KMQFW,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
6804-GDMOI,Female,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
2990-OGYTD,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
6646-JPPHA,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
9572-MTILT,Male,Good,Good,Good,Good,Good,13000,Poor,4,Yes
7658-UYUQS,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
7880-XSOJX,Male,Good,Good,Poor,Good,Poor,52885,Poor,4,No
9611-CTWIH,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
4589-IUAJB,Male,Good,Good,Good,Good,Good,4000,Good,4,No
0329-GTIAJ,Female,Poor,Good,Poor,Good,Poor,52885,Good,4,Yes
8746-BFOAJ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8457-XIGKN,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6072-NUQCB,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
6629-CZTTH,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
8838-GPHZP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8750-QWZAJ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5364-EVNIB,Male,Poor,Good,Good,Poor,Poor,13000,Poor,4,Yes
6918-UMQCG,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
0675-NCDYU,Female,Good,Good,Good,Good,Good,13000,Good,4,No
6339-DKLMK,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
1346-PJWTK,Male,Poor,Good,Good,Good,Poor,13000,Good,4,No
5088-QZLRL,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8023-QHAIO,Female,Poor,Poor,Poor,Good,Good,52885,Poor,4,No
4397-FRLTA,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
3057-VJJQE,Male,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
5087-SUURX,Female,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
2302-OUZXB,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
8133-ANHHJ,Female,Good,Good,Good,Good,Good,13000,Good,4,No
2270-CHBFN,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
0013-EXCHZ,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,Yes
5982-FPVQN,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
9107-UKCKY,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
4654-ULTTN,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
5550-VFRLC,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
5546-BYZSM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1492-KGETH,Male,Good,Good,Good,Good,Good,13000,Good,4,No
4929-BSTRX,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4163-HFTUK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8215-NGSPE,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2225-ZRGSG,Female,Good,Good,Good,Good,Good,13000,Poor,4,Yes
8859-YSTWS,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5271-YNWVR,Male,Good,Good,Good,Good,Good,13000,Good,4,Yes
7601-DHFWZ,Female,Good,Good,Good,Good,Good,4000,Good,4,No
2657-ALMWY,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,Yes
6330-JKLPC,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
4667-OHGKG,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
1998-VHJHK,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1707-HABPF,Female,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
1660-HSOOQ,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
7253-UVNDW,Female,Poor,Poor,Good,Good,Poor,13000,Poor,4,Yes
0487-VVUVK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7228-OMTPN,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
5063-IUOKK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4508-OEBEY,Male,Good,Good,Good,Good,Poor,13000,Good,4,No
0027-KWYKW,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
2308-STERM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5982-XMDEX,Female,Good,Good,Good,Good,Good,4000,Good,4,No
6284-AHOOQ,Male,Poor,Poor,Poor,Good,Good,52885,Poor,4,Yes
6051-PTVNS,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2344-JMOGN,Male,Poor,Good,Good,Good,Poor,13000,Poor,4,Yes
3799-ISUZQ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2877-VDUER,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
9152-AMKAK,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
1794-HBQTJ,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9432-VOFYX,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
8049-WJCLQ,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
6586-PSJOX,Male,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
2460-FPSYH,Female,Good,Good,Poor,Poor,Poor,52885,Good,4,Yes
9705-ZJBCG,Female,Good,Poor,Poor,Good,Poor,52885,Poor,4,No
4818-DRBQT,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
1320-HTRDR,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
6847-KJLTS,Female,Poor,Poor,Poor,Good,Good,52885,Good,4,No
9670-BPNXF,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,No
3913-FCUUW,Female,Good,Good,Good,Good,Good,13000,Poor,4,No
3301-VKTGC,Male,Good,Good,Poor,Poor,Good,52885,Poor,4,No
1493-AMTIE,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
9555-SAHUZ,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
0816-TSPHQ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9932-WBWIK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4619-EVPHY,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
5286-YHCVC,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
6424-ELEYH,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
4391-RESHN,Male,Poor,Poor,Good,Good,Good,13000,Good,4,Yes
9115-YQHGA,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
4462-CYWMH,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,No
8963-MQVYN,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2458-EOMRE,Female,Good,Poor,Good,Poor,Poor,13000,Good,4,No
9334-GWGOW,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
6821-BUXUX,Female,Good,Good,Poor,Poor,Good,52885,Poor,4,Yes
5028-HTLJB,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
9801-GDWGV,Female,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
6542-LWGXJ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
5567-GZKQY,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1222-LRYKO,Male,Good,Good,Good,Good,Good,4000,Good,4,No
2320-JRSDE,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
2087-QAREY,Female,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
0601-WZHJF,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
4423-JWZJN,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
5143-WMWOG,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
6490-FGZAT,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5393-RXQSZ,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
7452-FOLON,Male,Good,Good,Good,Good,Good,4000,Good,4,No
2320-TZRRH,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0231-LXVAP,Male,Poor,Poor,Poor,Good,Poor,52885,Poor,4,Yes
9444-JTXHZ,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,Yes
4942-VZZOM,Male,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
5510-BOIUJ,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
7502-BNYGS,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
4291-HYEBC,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
6147-CBCRA,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6047-SUHPR,Male,Good,Good,Good,Poor,Poor,13000,Poor,4,No
4471-KXAUH,Female,Poor,Poor,Good,Good,Good,13000,Poor,4,Yes
9752-ZNQUT,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
7638-QVMVY,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1576-PFZIW,Male,Good,Good,Good,Poor,Poor,13000,Good,4,No
5666-MBJPT,Male,Good,Good,Good,Good,Good,4000,Good,4,No
7312-XSBAT,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
3096-GKWEB,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
2371-JQHZZ,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
0674-GCDXG,Male,Good,Poor,Good,Good,Good,13000,Good,4,No
1121-QSIVB,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,No
4396-KLSEH,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3244-DCJWY,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
2824-MYYBN,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,No
0875-CABNR,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
6345-HOVES,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
8318-LCNBW,Male,Good,Poor,Good,Poor,Poor,13000,Good,4,No
6469-QJKZW,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0147-ESWWR,Female,Poor,Poor,Poor,Good,Good,52885,Good,4,No
1217-VASWC,Male,Poor,Good,Good,Poor,Poor,13000,Good,4,No
7812-FZHPE,Female,Good,Good,Good,Good,Good,4000,Good,4,Yes
6370-ZVHDV,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5915-DGNVC,Female,Good,Good,Good,Poor,Good,13000,Good,4,No
6260-XLACS,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3566-CAAYU,Female,Poor,Good,Good,Good,Poor,13000,Good,4,No
4983-CCWMC,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
9103-CXVOK,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2896-TBNBE,Male,Poor,Good,Good,Poor,Poor,13000,Poor,4,No
4797-AXPXK,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,Yes
5229-PRWKT,Male,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
6982-UQZLY,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
2522-WLNSF,Female,Poor,Poor,Good,Good,Poor,13000,Poor,4,No
3841-CONLJ,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
5057-LCOUI,Female,Poor,Poor,Good,Poor,Poor,13000,Good,4,Yes
0193-ESZXP,Female,Good,Good,Poor,Good,Poor,52885,Good,4,Yes
4475-NVTLU,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4369-HTUIF,Male,Good,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9386-LDCZR,Male,Good,Good,Good,Good,Poor,13000,Poor,4,No
9585-KKMFD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5399-ZIMKF,Male,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
0336-KXKFK,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
5619-XZZKR,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
3948-FVVRP,Male,Poor,Good,Poor,Good,Poor,52885,Poor,4,No
5327-XOKKY,Male,Poor,Poor,Good,Poor,Good,13000,Good,4,No
0983-TATYJ,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
1813-JYWTO,Female,Good,Poor,Poor,Poor,Good,52885,Poor,4,No
0156-FVPTA,Male,Good,Poor,Poor,Good,Poor,52885,Poor,4,Yes
1984-FCOWB,Female,Poor,Good,Good,Good,Good,13000,Good,4,Yes
0654-HMSHN,Male,Poor,Good,Good,Poor,Good,13000,Good,4,Yes
6719-OXYBR,Male,Poor,Poor,Good,Poor,Poor,13000,Poor,4,No
3312-ZWLGF,Male,Poor,Poor,Poor,Good,Good,52885,Poor,4,No
6476-YHMGA,Female,Poor,Good,Good,Good,Poor,13000,Good,4,No
5287-QWLKY,Male,Good,Good,Poor,Poor,Good,52885,Good,4,Yes
0795-XCCTE,Male,Good,Good,Good,Good,Good,4000,Good,4,No
0168-XZKBB,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
3785-NRHYR,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
5196-SGOAK,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,Yes
4537-DKTAL,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
7072-MBHEV,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
5602-BVFMK,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6297-PoorOPG,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
1891-UAWWU,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,Yes
8204-TIFGJ,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8050-DVOJX,Male,Good,Good,Good,Good,Good,13000,Good,4,No
6108-OQZDQ,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
0363-QJVFX,Male,Good,Good,Poor,Good,Good,52885,Good,4,Yes
8903-XEBGX,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
8169-SAEJD,Male,Good,Good,Poor,Poor,Poor,52885,Good,4,No
9840-DVNDC,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1089-XZWHH,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2325-WINES,Female,Poor,Good,Good,Poor,Good,13000,Good,4,No
6064-ZATLR,Female,Good,Good,Poor,Poor,Poor,52885,Poor,4,No
3096-JRDSO,Female,Good,Poor,Poor,Good,Good,52885,Good,4,Yes
7824-PANSQ,Male,Poor,Poor,Poor,Good,Good,52885,Poor,4,No
8042-JVNFH,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
9648-BCHKM,Female,Good,Good,Good,Good,Good,4000,Good,4,No
2888-ADFAO,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8707-HOEDG,Female,Poor,Good,Good,Good,Good,13000,Good,4,No
3374-LXDEV,Female,Poor,Good,Good,Good,Good,13000,Poor,4,Yes
4072-IPYLT,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
7167-PCEYD,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
4936-YPJNK,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1580-BMCMR,Male,Good,Poor,Poor,Poor,Poor,52885,Good,4,No
4817-KEQSP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
6408-WHTEF,Male,Good,Good,Good,Good,Good,13000,Good,4,No
9251-AWQGT,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8749-CLJXC,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
7989-VCQOH,Male,Good,Poor,Good,Good,Poor,13000,Good,4,No
5049-GLYVG,Male,Good,Good,Good,Good,Poor,4000,Good,4,Yes
4199-QHJNM,Male,Poor,Good,Poor,Good,Good,52885,Good,4,No
8882-TLVRW,Male,Good,Poor,Good,Good,Poor,13000,Poor,4,No
5883-GTGVD,Male,Poor,Good,Poor,Poor,Good,52885,Good,4,Yes
5135-GRQJV,Male,Good,Good,Good,Good,Good,13000,Good,4,No
2384-OVPSA,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
1371-WEPDS,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
3580-GICBM,Female,Good,Good,Good,Good,Good,4000,Good,4,No
4817-QRJSX,Female,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
9730-DRTMJ,Male,Good,Poor,Poor,Good,Good,52885,Poor,4,No
4686-UXDML,Female,Poor,Good,Poor,Poor,Good,52885,Good,4,No
3349-ANQNH,Female,Poor,Poor,Good,Poor,Good,13000,Good,4,No
2398-YPMUR,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
0932-YIXYU,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
7480-SPLEF,Male,Good,Good,Good,Good,Good,4000,Good,4,No
7636-XUHWW,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1431-CYWMH,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5937-EORGB,Male,Good,Poor,Good,Poor,Good,13000,Poor,4,No
6349-JDHQP,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
5539-HIVAK,Female,Good,Good,Good,Good,Good,4000,Good,4,No
5847-MXBEO,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
9985-MWVIX,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
4583-PARNH,Male,Poor,Poor,Good,Good,Poor,13000,Good,4,No
1116-FRYVH,Female,Good,Good,Poor,Good,Poor,52885,Poor,4,No
1421-HCERK,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
9633-XQABV,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
0716-BQNDX,Male,Good,Poor,Poor,Good,Good,52885,Good,4,No
1265-XTECC,Female,Good,Good,Poor,Poor,Good,52885,Good,4,Yes
1183-CANVH,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
1972-XMUWV,Female,Poor,Poor,Poor,Good,Poor,52885,Poor,4,No
8679-LZBMD,Male,Poor,Poor,Poor,Poor,Poor,52885,Good,4,No
3407-JMJQQ,Female,Good,Good,Good,Poor,Good,13000,Good,4,No
6252-DFGTK,Female,Good,Poor,Good,Good,Good,13000,Poor,4,No
1539-LNKHM,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
8645-KOMJQ,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
0289-IVARM,Female,Good,Good,Good,Poor,Poor,13000,Poor,4,No
9761-XUJWD,Male,Poor,Good,Poor,Good,Poor,52885,Good,4,No
4057-FKCZK,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
4291-TPNFG,Male,Good,Good,Good,Good,Good,13000,Good,4,No
6087-YPWHO,Male,Good,Good,Good,Good,Good,13000,Poor,4,No
3090-QFUVD,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
2237-ZFSMY,Female,Good,Poor,Good,Good,Poor,13000,Poor,4,Yes
1722-LDZJS,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
1818-ESQMW,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,No
4871-JTKJF,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
1415-YFWLT,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
7401-RUBNK,Female,Good,Poor,Poor,Poor,Poor,52885,Poor,4,No
0506-YLVKJ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
8661-BOYNW,Female,Good,Poor,Good,Good,Good,13000,Good,4,No
6711-VTNRE,Female,Poor,Poor,Good,Good,Poor,13000,Good,4,Yes
4815-GBTCD,Female,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,No
2805-AUFQN,Female,Good,Good,Good,Good,Poor,4000,Good,4,No
0980-PVMRC,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
7233-DRTRF,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
3500-RMZLT,Female,Good,Poor,Good,Good,Poor,13000,Good,4,Yes
3873-NFTGI,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,No
1162-ECVII,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
7048-GXDAY,Male,Good,Good,Poor,Poor,Good,52885,Good,4,No
8571-ZCMCX,Female,Good,Good,Good,Poor,Poor,13000,Good,4,No
1169-WCVAK,Male,Good,Good,Poor,Good,Good,52885,Poor,4,No
4548-SDBKE,Female,Poor,Poor,Poor,Poor,Good,52885,Poor,4,Yes
8066-POXGX,Female,Poor,Poor,Poor,Poor,Poor,52885,Good,4,Yes
7129-CAKJW,Female,Poor,Poor,Good,Poor,Good,13000,Poor,4,No
8695-ARGXZ,Male,Poor,Poor,Poor,Poor,Good,52885,Poor,4,No
3570-YUEKJ,Female,Poor,Good,Poor,Poor,Poor,52885,Poor,4,No
4143-OOBWZ,Male,Poor,Good,Poor,Poor,Good,52885,Poor,4,Yes
1555-HAPSU,Female,Good,Good,Good,Good,Good,4000,Good,4,No
1697-NVVGY,Male,Good,Poor,Good,Poor,Poor,13000,Poor,4,No
7854-EKTJL,Female,Good,Good,Good,Good,Poor,4000,Good,4,Yes
8464-EETCQ,Male,Good,Good,Good,Good,Poor,4000,Good,4,No
2419-FSORS,Male,Poor,Good,Good,Good,Good,13000,Good,4,No
8132-YPVBX,Female,Poor,Good,Poor,Poor,Poor,52885,Good,4,No
9102-IAYHT,Female,Poor,Poor,Poor,Poor,Good,52885,Good,4,Yes
6754-LZUKA,Male,Poor,Good,Good,Poor,Good,13000,Good,4,No
3422-LYEPQ,Male,Poor,Poor,Poor,Poor,Poor,52885,Poor,4,Yes
