,Fees,DegreeYears,Churn,Gender_Female,Gender_Male,Education_Good,Education_Poor,Infrastructure_Good,Infrastructure_Poor,PlacementSupport_Good,PlacementSupport_Poor,FacultySupport_Good,FacultySupport_Poor,Events_Good,Events_Poor,Sport Facility_Good,Sport Facility_Poor
5882,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5883,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5884,13000,4,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0
5885,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5886,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5887,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
5888,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
5889,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
5890,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
5891,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
5892,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
5893,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5894,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
5895,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
5896,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5897,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5898,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5899,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
5900,13000,4,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1
5901,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
5902,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
5903,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
5904,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
5905,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
5906,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
5907,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5908,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5909,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
5910,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
5911,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
5912,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
5913,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5914,52885,4,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
5915,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5916,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5917,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5918,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5919,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
5920,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
5921,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
5922,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
5923,13000,4,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
5924,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5925,52885,4,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
5926,13000,4,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
5927,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
5928,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5929,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1
5930,52885,4,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1
5931,13000,4,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0
5932,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
5933,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
5934,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0
5935,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
5936,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5937,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
5938,13000,4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
5939,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
5940,13000,4,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1
5941,52885,4,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
5942,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
5943,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
5944,52885,4,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
5945,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1
5946,13000,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5947,4000,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5948,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
5949,52885,4,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
5950,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5951,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0
5952,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5953,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
5954,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1
5955,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
5956,13000,4,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
5957,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
5958,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5959,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5960,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
5961,13000,4,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
5962,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
5963,13000,4,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
5964,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5965,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
5966,13000,4,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
5967,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
5968,52885,4,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0
5969,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
5970,52885,4,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
5971,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5972,52885,4,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1
5973,13000,4,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0
5974,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5975,52885,4,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
5976,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
5977,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5978,52885,4,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
5979,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5980,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
5981,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5982,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5983,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
5984,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
5985,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
5986,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
5987,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
5988,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5989,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
5990,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
5991,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
5992,13000,4,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0
5993,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
5994,13000,4,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0
5995,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5996,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5997,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
5998,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
5999,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
6000,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6001,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6002,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
6003,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6004,13000,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
6005,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0
6006,52885,4,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
6007,13000,4,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
6008,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6009,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
6010,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6011,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6012,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6013,52885,4,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0
6014,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6015,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
6016,13000,4,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
6017,13000,4,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
6018,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6019,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
6020,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
6021,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6022,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6023,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6024,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
6025,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6026,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6027,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6028,52885,4,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
6029,52885,4,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
6030,13000,4,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6031,52885,4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
6032,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0
6033,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
6034,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6035,13000,4,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0
6036,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6037,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
6038,13000,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6039,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6040,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6041,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6042,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6043,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
6044,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
6045,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6046,13000,4,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6047,52885,4,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
6048,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
6049,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6050,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1
6051,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6052,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
6053,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6054,13000,4,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
6055,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6056,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
6057,52885,4,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
6058,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6059,52885,4,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
6060,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
6061,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
6062,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
6063,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6064,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6065,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6066,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
6067,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
6068,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6069,13000,4,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0
6070,13000,4,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
6071,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
6072,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6073,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6074,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6075,52885,4,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
6076,13000,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
6077,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6078,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6079,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
6080,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1
6081,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
6082,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
6083,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6084,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
6085,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
6086,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
6087,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
6088,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6089,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
6090,13000,4,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
6091,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
6092,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
6093,13000,4,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
6094,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6095,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6096,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6097,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6098,52885,4,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
6099,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6100,13000,4,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
6101,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
6102,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
6103,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6104,4000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6105,52885,4,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0
6106,13000,4,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1
6107,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6108,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6109,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
6110,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6111,52885,4,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
6112,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
6113,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
6114,52885,4,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
6115,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6116,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
6117,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6118,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6119,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
6120,52885,4,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
6121,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6122,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6123,52885,4,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
6124,13000,4,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
6125,13000,4,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0
6126,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0
6127,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
6128,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
6129,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
6130,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
6131,52885,4,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1
6132,13000,4,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
6133,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6134,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6135,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6136,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6137,52885,4,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
6138,52885,4,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1
6139,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6140,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6141,13000,4,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0
6142,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1
6143,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6144,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
6145,13000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1
6146,13000,4,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
6147,52885,4,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
6148,52885,4,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
6149,52885,4,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6150,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6151,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6152,13000,4,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
6153,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6154,13000,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
6155,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6156,52885,4,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1
6157,4000,4,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6158,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6159,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6160,13000,4,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
6161,52885,4,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
6162,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
6163,52885,4,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
6164,13000,4,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
6165,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6166,13000,4,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0
6167,13000,4,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0
6168,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6169,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6170,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6171,13000,4,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0
6172,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6173,52885,4,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
6174,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
6175,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
6176,52885,4,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
6177,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6178,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6179,52885,4,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0
6180,52885,4,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0
6181,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
6182,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6183,13000,4,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
6184,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1
6185,13000,4,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0
6186,13000,4,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
6187,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6188,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6189,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6190,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6191,13000,4,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1
6192,52885,4,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
6193,13000,4,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0
6194,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
6195,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
6196,13000,4,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0
6197,52885,4,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
6198,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6199,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
6200,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6201,52885,4,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1
6202,52885,4,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1
6203,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
6204,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6205,13000,4,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
6206,52885,4,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
6207,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
6208,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6209,52885,4,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6210,52885,4,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
6211,52885,4,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1
6212,13000,4,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
6213,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6214,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6215,52885,4,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0
6216,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
6217,52885,4,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
6218,13000,4,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
6219,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6220,13000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6221,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6222,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
6223,52885,4,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1
6224,52885,4,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
6225,13000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
6226,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6227,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6228,52885,4,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1
6229,13000,4,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
6230,4000,4,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0
6231,52885,4,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
6232,13000,4,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0
6233,4000,4,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0
6234,4000,4,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0
6235,52885,4,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0
6236,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
6237,52885,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
6238,52885,4,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
6239,52885,4,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
6240,52885,4,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
6241,13000,4,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1
6242,13000,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6243,13000,4,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0
6244,13000,4,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0
6245,52885,4,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
